"","index","Job Title","Rating","Company Name","Location","Headquarters","Size","Founded","Type of ownership","Industry","Sector","Revenue","Competitors","Hourly","Employer provided","Lower Salary","Upper Salary","AvgSalary","company_txt","Job Location","Age","Python","spark","aws","excel","sql","sas","keras","pytorch","scikit","tensor","hadoop","tableau","bi","flink","mongo","google_an","seniority_by_title","Degree","COL","AdjustedSalary"
"78",85,"Other Scientist",1.9,"GNS Healthcare
1.9","Cambridge, MA","Cambridge, MA","51 - 200",2000,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)",NA,0,0,57,118,87.5,"GNS Healthcare","MA",21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",131.6,664.893617021277
"79",86,"Data Scientist",3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA","1001 - 5000",2017,"Company - Private","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)",NA,0,0,83,137,110,"Peraton","VA",4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"na","na",100.7,1092.35352532274
"80",87,"Data Scientist",4.4,"Pactera
4.4","San Jose, CA","Beijing, China","10000+",1995,"Company - Private","IT Services","Information Technology","$500 million to $1 billion (USD)","Infosys, EPAM, Accenture",0,0,86,141,113.5,"Pactera","CA",26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",173.5,654.178674351585
"81",88,"Data Scientist",3.9,"Nurx
3.9","San Francisco, CA","San Francisco, CA","51 - 200",2016,"Company - Private","Health Care Services & Hospitals","Health Care","$1 to $5 million (USD)",NA,0,0,94,154,124,"Nurx","CA",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",178.6,694.288913773796
"82",89,"Data Analyst",4.7,"webfx.com
4.7","Harrisburg, PA","Harrisburg, PA","201 - 500",1997,"Company - Private","Advertising & Marketing","Business Services","$25 to $50 million (USD)",NA,0,0,37,76,56.5,"webfx.com","PA",24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"jr","na",95.8,589.770354906054
"83",90,"Data Scientist",4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD","5001 - 10000",1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",0,0,100,160,130,"Johns Hopkins University Applied Physics Laboratory","MD",79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,1002.31303006939
"84",91,"Data Analyst",4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL","51 - 200",2008,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","Numerator, Rise Interactive, Salom",0,0,55,100,77.5,"Productive Edge","IL",13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",100.1,774.225774225774
"85",92,"Data Engineer",4,"Excella Consulting
4.0","Arlington, VA","Arlington, VA","201 - 500",2002,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)",NA,0,0,60,114,87,"Excella Consulting","VA",19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",100.7,863.95233366435
"86",93,"Data Analyst",4.4,"Gensco
4.4","Tacoma, WA","Tacoma, WA","501 - 1000",1948,"Company - Private","Wholesale","Business Services","$100 to $500 million (USD)",NA,0,0,39,68,53.5,"Gensco","WA",73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",110.7,483.288166214995
"87",94,"Data Scientist",3.2,"Walmart
3.2","Plano, TX","Bentonville, AR","10000+",1962,"Company - Public","Department, Clothing, & Shoe Stores","Retail","$10+ billion (USD)","Target, Costco Wholesale, Amazon",0,0,106,172,139,"Walmart","TX",59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"na","M",91.5,1519.12568306011
"88",95,"Data Scientist",3.8,"Logic20/20
3.8","San Jose, CA","Seattle, WA","201 - 500",2005,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)",NA,0,0,86,142,114,"Logic20/20","CA",16,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"na","M",173.5,657.060518731989
"89",96,"Data Scientist",4.2,"goTRG
4.2","Miami, FL","Miami, FL","501 - 1000",2008,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)",NA,0,0,64,107,85.5,"goTRG","FL",13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",110.1,776.566757493188
"90",97,"Data Analyst",4.5,"NMR Consulting
4.5","Huntsville, AL","Chantilly, VA","51 - 200",1996,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)",NA,0,0,31,65,48,"NMR Consulting","AL",25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",91.3,525.739320920044
"91",99,"Data Analyst",3.5,"iSeatz
3.5","New Orleans, LA","New Orleans, LA","51 - 200",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,34,62,48,"iSeatz","LA",22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",92.4,519.480519480519
"92",101,"Other Scientist",3.5,"Nektar Therapeutics
3.5","San Francisco, CA","San Francisco, CA","201 - 500",1990,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","Bristol-Myers Squibb, Merck, GlaxoSmithKline",0,0,117,231,174,"Nektar Therapeutics","CA",31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",178.6,974.24412094065
"93",102,"Data Scientist",3.9,"TransUnion
3.9","Atlanta, GA","Chicago, IL","5001 - 10000",1968,"Company - Public","Financial Analytics & Research","Finance","$1 to $2 billion (USD)",NA,0,0,64,106,85,"TransUnion","GA",53,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"na","na",100.3,847.457627118644
"94",104,"Data Engineer",4.7,"IT Concepts
4.7","Landover, MD","Vienna, VA","51 - 200",2003,"Company - Private","IT Services","Information Technology","$10 to $25 million (USD)",NA,0,0,79,134,106.5,"IT Concepts","MD",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,821.12567463377
"95",105,"Data Analyst",4.2,"Scientific Research Corporation
4.2","Patuxent River, MD","Atlanta, GA","1001 - 5000",1988,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)",NA,0,0,52,93,72.5,"Scientific Research Corporation","MD",33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",129.7,558.982266769468
"96",106,"Other Scientist",3.4,"General Dynamics Information Technology
3.4","Suitland, MD","Fairfax, VA","10000+",1996,"Subsidiary or Business Segment","IT Services","Information Technology","$10+ billion (USD)","SAIC, Leidos, Northrop Grumman",0,0,55,116,85.5,"General Dynamics Information Technology","MD",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",129.7,659.213569776407
"97",107,"Data Scientist",3.2,"MITRE
3.2","McLean, VA","Bedford, MA","5001 - 10000",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","Battelle, General Atomics, SAIC",0,0,72,123,97.5,"MITRE","VA",63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,"na","na",100.7,968.222442899702
"98",108,"Data Scientist",3.9,"The Buffalo Group
3.9","Fort Belvoir, VA","Reston, VA","501 - 1000",2010,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","ManTech, Booz Allen Hamilton, Leidos",0,0,74,124,99,"The Buffalo Group","VA",11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"na","na",100.7,983.118172790467
"99",109,"Data Analyst",3.1,"DentaQuest
3.1","Milwaukee, WI","Boston, MA","1001 - 5000",2001,"Company - Private","Insurance Carriers","Insurance","$2 to $5 billion (USD)","MCNA Dental Plans, United Concordia, Delta Dental Plans Association",0,0,40,73,56.5,"DentaQuest","WI",20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",93.8,602.345415778252
"100",110,"Data Scientist",4.1,"Redjack
4.1","Silver Spring, MD","Silver Spring, MD","1 - 50",2007,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",NA,0,0,102,164,133,"Redjack","MD",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","na",129.7,1025.4433307633
"101",112,"Data Scientist",3.8,"7Park Data
3.8","New York, NY","New York, NY","51 - 200",2012,"Company - Private","Research & Development","Business Services","Unknown / Non-Applicable",NA,0,0,89,153,121,"7Park Data","NY",9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"na","na",128,945.3125
"102",113,"Data Scientist",4.7,"Rapid Response Monitoring
4.7","Syracuse, NY","Syracuse, NY","501 - 1000",1992,"Company - Private","Security Services","Business Services","Unknown / Non-Applicable","COPS Monitoring, National Monitoring Center, Affiliated Monitoring",0,0,61,110,85.5,"Rapid Response Monitoring","NY",29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","M",95.1,899.053627760252
"103",116,"Data Scientist",4.3,"Trilogy Ed
4.3","Houston, TX","New York, NY","1001 - 5000",2015,"Subsidiary or Business Segment","Education Training Services","Education","Unknown / Non-Applicable","General Assembly, Kaplan University, Ironhack",0,0,65,110,87.5,"Trilogy Ed","TX",6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"na","na",95.8,913.361169102296
"104",117,"Data Scientist",4.2,"Gallup
4.2","Washington, DC","Washington, DC","1001 - 5000",1935,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","Advisory Board, Booz Allen Hamilton, McKinsey & Company",0,0,200,275,237.5,"Gallup","DC",86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",120.1,1977.51873438801
"105",118,"Data Engineer",3.9,"CapTech
3.9","Charlotte, NC","Richmond, VA","1001 - 5000",1997,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","Accenture, North Highland, Deloitte",0,0,68,123,95.5,"CapTech","NC",24,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"na","M",97.9,975.485188968335
"106",119,"Data Scientist",3.3,"American Axle & Manufacturing
3.3","Southfield, MI","Detroit, MI","10000+",1994,"Company - Public","Transportation Equipment Manufacturing","Manufacturing","$5 to $10 billion (USD)",NA,0,0,80,129,104.5,"American Axle & Manufacturing","MI",27,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,"sr","M",88.9,1175.47806524184
"107",120,"Data Analyst",4.7,"CentralReach
4.7","Matawan, NJ","Pompano Beach, FL","201 - 500",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","DataFinch Technologies, Accupoint Software Solution, CodeMetro",0,0,41,72,56.5,"CentralReach","NJ",9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",125.1,451.638689048761
"108",122,"Data Analyst",4.3,"Integrate
4.3","Phoenix, AZ","Phoenix, AZ","201 - 500",2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$25 to $50 million (USD)",NA,0,0,39,71,55,"Integrate","AZ",11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"sr","na",104.3,527.325023969319
"109",123,"Other Scientist",2.9,"Boys Town Hospital
2.9","Omaha, NE","Omaha, NE","1001 - 5000",1977,"Hospital","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",0,0,38,85,61.5,"Boys Town Hospital","NE",44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",92.9,662.00215285253
"110",124,"Data Scientist",4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA","201 - 500",2006,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","Engagio, Bombora, Terminus",0,0,121,193,157,"Demandbase","CA",15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",178.6,879.059350503919
"111",125,"Data Engineer",3.4,"Sapphire Digital
3.4","Lyndhurst, NJ","Lyndhurst, NJ","201 - 500",2019,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","Zocdoc, Healthgrades",0,0,54,102,78,"Sapphire Digital","NJ",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",125.1,623.501199040767
"112",126,"Data Scientist",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,83,144,113.5,"Takeda Pharmaceuticals","MA",240,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"na","M",131.6,862.462006079027
"113",127,"Data Scientist",4.6,"<intent>
4.6","New York, NY","New York, NY","51 - 200",2009,"Company - Private","Internet","Information Technology","$100 to $500 million (USD)","Clicktripz, SmarterTravel",0,0,120,160,140,"<intent>","NY",12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",128,1093.75
"114",128,"Data Scientist",3.2,"Formation
3.2","San Francisco, CA","San Francisco, CA","51 - 200",2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,102,163,132.5,"Formation","CA",6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"na","M",178.6,741.881298992161
"115",129,"Data Engineer",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 - 10000",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",NA,0,0,76,140,108,"Autodesk","CA",39,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"na","M",178.6,604.703247480403
"116",130,"Data Scientist",4.6,"Beck's Hybrids
4.6","Atlanta, IN","Atlanta, IN","501 - 1000",1937,"Company - Private","Farm Support Services","Agriculture & Forestry","$50 to $100 million (USD)",NA,0,0,60,101,80.5,"Beck's Hybrids","IN",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",90,894.444444444444
"117",131,"Data Scientist",2.8,"DrFirst
2.8","Rockville, MD","Rockville, MD","201 - 500",2000,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",NA,0,0,82,133,107.5,"DrFirst","MD",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",129.7,828.835774865073
"118",132,"Data Engineer",4.7,"Object Partners
4.7","Minneapolis, MN","Minneapolis, MN","51 - 200",1996,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","Solution Design Group, Intertech (Minnesota)",0,0,65,125,95,"Object Partners","MN",25,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"na","na",105.4,901.328273244782
"119",136,"Data Scientist",3,"L.A. Care Health Plan
3.0","Los Angeles, CA","Los Angeles, CA","1001 - 5000",1997,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","Health Net, Kaiser Permanente, Molina Healthcare",0,0,91,148,119.5,"L.A. Care Health Plan","CA",24,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"na","M",140.6,849.928876244666
"120",137,"Data Engineer",3.2,"Red Ventures
3.2","Charlotte, NC","Fort Mill, SC","1001 - 5000",2000,"Company - Private","Advertising & Marketing","Business Services","$1 to $2 billion (USD)","Clearlink, Credit Karma, LendingTree",0,0,95,173,134,"Red Ventures","NC",21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","na",97.9,1368.74361593463
"121",138,"Data Scientist",4.4,"Quick Base
4.4","Cambridge, MA","Cambridge, MA","201 - 500",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,77,124,100.5,"Quick Base","MA",22,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,"na","na",131.6,763.677811550152
"122",139,"Data Scientist",3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH","Cincinnati, OH","1001 - 5000",1878,"Company - Public","TV Broadcast & Cable Networks","Media","$500 million to $1 billion (USD)",NA,0,0,80,135,107.5,"The E.W. Scripps Company","OH",143,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"na","M",92.4,1163.41991341991
"123",140,"Data Engineer",4,"Upside Business Travel
4.0","Washington, DC","Washington, DC","51 - 200",2015,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable",NA,0,0,85,159,122,"Upside Business Travel","DC",6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",120.1,1015.8201498751
"124",141,"Data Engineer",4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL","1001 - 5000",1993,"Company - Public","Real Estate","Real Estate","$2 to $5 billion (USD)","UDR, AvalonBay Communities, Essex Property Trust",0,0,80,105,92.5,"Equity Residential","IL",28,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,"na","na",100.1,924.075924075924
"125",142,"Data Analyst",2.3,"Synagro
2.3","Baltimore, MD","Baltimore, MD","501 - 1000",1986,"Company - Private","Research & Development","Business Services","$100 to $500 million (USD)",NA,0,0,43,81,62,"Synagro","MD",35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",107,579.439252336449
"126",143,"Other Scientist",4,"Alliance Source Testing
4.0","Alabaster, AL","Decatur, AL","51 - 200",2000,"Other Organization","Architectural & Engineering Services","Business Services","$25 to $50 million (USD)",NA,0,0,29,50,39.5,"Alliance Source Testing","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",89.3,442.329227323628
"127",145,"Data Scientist",3.6,"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA","1001 - 5000",1966,"Company - Private","Industrial Manufacturing","Manufacturing","$100 to $500 million (USD)",NA,0,0,82,133,107.5,"Accuride International","CA",55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"na","M",140.6,764.580369843528
"128",146,"Data Scientist",3.8,"Full Potential Solutions
3.8","Kansas City, MO","Kansas City, MO","501 - 1000",2017,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable",NA,0,0,26,55,40.5,"Full Potential Solutions","MO",4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",91.6,442.139737991266
"129",147,"Data Scientist",3.7,"Visa Inc.
3.7","Ashburn, VA","Foster City, CA","10000+",1958,"Company - Public","IT Services","Information Technology","$10+ billion (USD)","American Express, Mastercard, Discover",0,0,61,118,89.5,"Visa Inc.","VA",63,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"sr","M",100.7,888.778550148957
"130",148,"Data Scientist",4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL","201 - 500",2008,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)",NA,0,0,60,102,81,"Maven Wave Partners","IL",13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"na","na",100.1,809.190809190809
"131",150,"Data Scientist",4,"Novetta
4.0","Herndon, VA","Mc Lean, VA","501 - 1000",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","Leidos, CACI International, Booz Allen Hamilton",0,0,112,182,147,"Novetta","VA",9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"sr","na",100.7,1459.78152929494
"132",152,"Data Scientist",3.2,"First Command Financial Services, Inc.
3.2","Fort Worth, TX","Fort Worth, TX","1001 - 5000",1958,"Company - Private","Brokerage Services","Finance","$100 to $500 million (USD)","USAA, Navy Federal Credit Union, Raymond James Financial",0,0,64,106,85,"First Command Financial Services, Inc.","TX",63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,"na","na",91.5,928.96174863388
"133",153,"Other Scientist",2.9,"Pharmavite
2.9","Valencia, CA","West Hills, CA","1001 - 5000",1971,"Company - Private","Consumer Products Manufacturing","Manufacturing","$1 to $2 billion (USD)","The Nature's Bounty Co., Schiff Nutrition International",0,0,51,112,81.5,"Pharmavite","CA",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",151.7,537.244561634806
"134",154,"Other Scientist",3.8,"BioMarin Pharmaceutical
3.8","Novato, CA","San Rafael, CA","1001 - 5000",1997,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$500 million to $1 billion (USD)","Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",0,0,113,223,168,"BioMarin Pharmaceutical","CA",24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",151.7,1107.44891232696
"135",156,"Machine Learning Engineer",4.3,"Stratagem Group
4.3","Aurora, CO","Aurora, CO","1 - 50",2007,"Company - Private","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable",NA,0,0,72,129,100.5,"Stratagem Group","CO",14,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,"na","na",105.6,951.704545454545
"136",157,"Data Scientist",3.4,"PA Consulting
3.4","New York, NY","London, United Kingdom","1001 - 5000",1943,"Company - Private","Consulting","Business Services","$100 to $500 million (USD)","McKinsey & Company, Accenture, Deloitte",0,0,71,123,97,"PA Consulting","NY",78,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,"na","M",128,757.8125
"137",158,"Data Scientist",4.1,"ManTech
4.1","Chantilly, VA","Herndon, VA","5001 - 10000",1968,"Company - Public","Research & Development","Business Services","$1 to $2 billion (USD)",NA,0,0,64,106,85,"ManTech","VA",53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",100.7,844.091360476663
"138",159,"Data Scientist",4.3,"h2o.ai
4.3","Mountain View, CA","Mountain View, CA","201 - 500",2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,118,189,153.5,"h2o.ai","CA",10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"na","M",151.7,1011.86552406065
"139",161,"Data Engineer",5,"Gridiron IT
5.0","Tampa, FL","Reston, VA","51 - 200",2017,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",NA,0,1,120,145,132.5,"Gridiron IT","FL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",101.4,1306.70611439842
"140",162,"Data Engineer",4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL","51 - 200",2008,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","Numerator, Rise Interactive, Salom",0,0,80,120,100,"Productive Edge","IL",13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",100.1,999.000999000999
"141",164,"Data Scientist",3.7,"Evolve Vacation Rental
3.7","Denver, CO","Denver, CO","201 - 500",2011,"Company - Private","Travel Agencies","Travel & Tourism","Unknown / Non-Applicable",NA,0,0,80,130,105,"Evolve Vacation Rental","CO",10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sr","M",112.1,936.663693131133
